layer,plane,line,name,category,opcode,start_us,duration_us,shape,operand_shapes,direct_weights,metadata,source,fused_ops,collectives,hlo_line,hlo_source,group,purpose
1,/device:TPU:0,XLA Ops,abs_reduce_fusion.177,loop fusion,fusion,8112.272509,50.512605,"(bf16[4096]{0:T(1024)(128)(2,1)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)})","bf16[4096]{0:T(1024)(128)(2,1)S(1)}; f32[4096]{0:T(1024)S(1)}; bf16[4096,4096]{1,0:T(16,128)(2,1)}; (f32[4096]{0:T(1024)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)}); (f32[4096]{0:T(1024)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)})",input_rms_weight,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/reduce_max"" stack_frame_id=643",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:302,"{""fusion"": 3, ""convert"": 6, ""add"": 3, ""broadcast"": 2, ""multiply"": 2, ""abs"": 1, ""reduce"": 1, ""copy"": 1, ""tuple"": 1}",[],125490,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,FP8 激活量化,按 token 行计算 max(abs(x))，得到动态 FP8 量化 scale；可能融合前面的 RMSNorm/门控操作。
1,/device:TPU:0,XLA Ops,clamp_convert_fusion.132,loop fusion,fusion,8162.810474,16.708283,"f8e4m3fn[4096,4096]{1,0:T(32,128)(4,1)S(1)}","(bf16[4096]{0:T(1024)(128)(2,1)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)}); f32[4096]{0:T(1024)S(1)}",,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/convert_element_type"" stack_frame_id=646",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:312,"{""broadcast"": 3, ""fusion"": 1, ""convert"": 2, ""divide"": 1, ""clamp"": 1, ""copy"": 1}",[],125493,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,FP8 激活量化,按动态 scale 缩放并截断到 FP8 可表示范围，再转换为 FP8，供后续 MXU GEMM 使用。
1,/device:TPU:0,XLA Ops,multiply_convert_fusion.43,convolution fusion,fusion,8179.536615,407.391357,"bf16[4096,20480]{1,0:T(8,128)(2,1)}","f8e4m3fn[4096,4096]{1,0:T(32,128)(4,1)S(1)}; f8e4m3fn[20480,4096]{1,0:T(32,128)(4,1)}; f32[20480]{0:T(1024)S(1)}; f32[4096]{0:T(1024)S(1)}","projection_weight_scale,qkvz_weight","op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/dot_general"" stack_frame_id=647",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:98,"{""fusion"": 2, ""convolution"": 1, ""broadcast"": 2, ""multiply"": 2, ""convert"": 1}",[],125495,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,GDN 输入投影,FP8 QKVZ GEMM：hidden→Q/K/V/Z；融合输出 scale 和类型转换。XProf 的 convolution fusion 在这里是矩阵乘 lowering。
1,/device:TPU:0,XLA Ops,slice_convert_fusion.43,loop fusion,fusion,8587.026411,216.539016,"f32[4096,12288]{1,0:T(8,128)}","bf16[4096,20480]{1,0:T(8,128)(2,1)}",,"op_name=""custom_kernel/custom_kernel/reshape"" stack_frame_id=516",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,"{""slice"": 1, ""convert"": 1}",[],125499,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,GDN 输入准备,从 QKVZ 或 B/A 投影中切出 GDN 所需分量，补齐并转换到 FP32；实际 slice/pad/convert 已融合。
1,/device:TPU:0 SparseCore 0,Sparse Core Ops,copy.12016.cloned.1.call-done,async-done,async-done,8587.084184,206.088836,"bf16[512,8,160,128]{3,2,1,0:T(8,128)(2,1)}","((bf16[512,8,160,128]{3,1,2,0:T(8,128)(2,1)}), bf16[512,8,160,128]{3,2,1,0:T(8,128)(2,1)}, u32[]{:S(8)})",,,,{},[],4560,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,SparseCore 布局转换,将数据转换为消费者要求的物理布局；start/update/done 分别表示启动、提交操作数和等待完成，源/目标 tiling 见 shape。
1,/device:TPU:0,XLA Ops,reshape.9234,data formatting,reshape,8803.573905,239.404562,"f32[4096,1,12288]{2,1,0:T(1,128)}","f32[4096,12288]{1,0:T(8,128)}",,"op_name=""custom_kernel/custom_kernel/reshape"" stack_frame_id=516",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,{},[],125502,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,数据复制/布局物化,编译器生成的实际数据复制或物理布局变换；比较 operand_shapes 与 shape 可区分 tiling/维度顺序和 memory space 的变化。
1,/device:TPU:0,XLA Ops,bitcast_convert_fusion.57,convolution fusion,fusion,9042.987996,15.85114,"(f32[4096,1,128]{2,0,1:T(8,128)S(1)}, bf16[4096,128]{1,0:T(8,128)(2,1)S(1)})","pred[128]{0:T(512)(128)(4,1)S(1)}; (bf16[4096]{0:T(1024)(128)(2,1)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)}); bf16[4096,128]{1,0:T(8,128)(2,1)S(1)}",gdn_ba_weight,"op_name=""mm/mm"" stack_frame_id=506",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/adapter/quantization/unquantized.py:118,"{""broadcast"": 2, ""fusion"": 2, ""convolution"": 1, ""select"": 1, ""bitcast"": 1, ""convert"": 1, ""tuple"": 1}",[],125505,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,GDN 门控投影,BF16 GEMM：hidden→B/A 两组门控参数，控制状态写入强度和历史状态衰减。
1,/device:TPU:0,XLA Ops,broadcast_in_dim.3673.clone.1,broadcast,broadcast,9059.840487,22.237695,"bf16[4096,64,128]{2,1,0:T(8,128)(2,1)}",bf16[]{:T(256)},,"op_name=""custom_kernel/custom_kernel/broadcast_in_dim"" stack_frame_id=516",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,{},[],125517,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,索引/张量辅助,broadcast：为 attention/MoE 准备索引或 tensor 数据；使用本行 shape、metadata 和 HLO 确认它处理的是激活还是 INT32 调度数据。
1,/device:TPU:0,XLA Ops,fused_conv1d_gdn_per_seq.91,custom-call,custom-call,9083.121249,1076.935174,"(bf16[4096,64,128]{2,1,0:T(8,128)(2,1)}, f8e4m3fn[15642,4,64,4,128]{4,3,2,1,0:T(4,128)(4,1)})","(s32[]{:T(128)}, s32[8]{0:T(128)S(1)}); s32[4096]{0:T(1024)S(1)}; s32[4096]{0:T(1024)S(1)}; s32[4096]{0:T(1024)S(1)}; s32[4096]{0:T(1024)S(1)}; s32[4096]{0:T(1024)S(1)}; s32[8]{0:T(128)S(1)}; s32[8]{0:T(128)S(1)}; s32[8]{0:T(128)S(1)}; f32[4096,1,12288]{2,1,0:T(1,128)}; f32[4096,1,128]{2,1,0:T(1,128)S(1)}; f32[4096,1,128]{2,1,0:T(1,128)S(1)}; (bf16[4096,64,128]{2,1,0:T(8,128)(2,1)}, f8e4m3fn[15642,4,64,4,128]{4,3,2,1,0:T(4,128)(4,1)}); (bf16[4096,64,128]{2,1,0:T(8,128)(2,1)}, f8e4m3fn[15642,4,64,4,128]{4,3,2,1,0:T(4,128)(4,1)}); f32[4,1,12288]{2,1,0:T(1,128)S(1)}; f32[64]{0:T(128)S(1)}; bf16[64]{0:T(256)(128)(2,1)S(1)}","gdn_conv_weight,gdn_decay_gate_parameter",,/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,{},[],125581,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,GDN 核心,多 token/per-sequence 路径：融合因果 Conv1D、SiLU、Q/K 归一化、GDN 分块计算及 Conv/SSM 状态读写。
1,/device:TPU:0,XLA Ops,fusion.4,loop fusion,fusion,10160.057623,39.529412,"f32[4096,64]{1,0:T(8,128)S(1)}","(bf16[4096,64,128]{2,1,0:T(8,128)(2,1)}, f8e4m3fn[15642,4,64,4,128]{4,3,2,1,0:T(4,128)(4,1)})",,"op_name=""mean/mean"" stack_frame_id=487",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/layers/layernorm.py:256,"{""convert"": 1, ""multiply"": 1, ""reduce"": 1}",[],125617,runs/layer-ops-20260923/dp8/hlo/pid-233147/module_5516.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
