layer,plane,line,name,category,opcode,start_us,duration_us,shape,operand_shapes,direct_weights,metadata,source,fused_ops,collectives,hlo_line,hlo_source,group,purpose
1,/device:TPU:0,XLA Ops,reduce.10635,reduce,reduce,9767.181348,2.082833,"bf16[12288,4]{0,1:T(4,128)(2,1)S(1)}","bf16[12288,1,4]{0,2,1:T(4,128)(2,1)S(1)}; bf16[]{:T(256)}",gdn_conv_weight,"op_name=""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/concatenate"" stack_frame_id=1629",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/core/gdn_attention.py:267,"{""add"": 1}",[],149298,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,PCP head/token 布局准备,处理 PCP 的 B/A、head-local 参数或 token 重排：实际 slice/stack/scatter/类型转换在 fused_ops 中；为融合 GDN kernel 生成 head-parallel 输入。
1,/device:TPU:0,XLA Ops,copy.21638,data formatting,copy,9769.272509,1.84994,"bf16[12288,4]{1,0:T(8,128)(2,1)S(1)}","bf16[12288,4]{0,1:T(4,128)(2,1)S(1)}",gdn_conv_weight,,,{},[],149299,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,数据复制/布局物化,编译器生成的实际数据复制或物理布局变换；比较 operand_shapes 与 shape 可区分 tiling/维度顺序和 memory space 的变化。
1,/device:TPU:0,XLA Ops,reshape.30646,data formatting,reshape,9771.129802,6.42617,"bf16[8,2,3072]{2,1,0:T(2,128)(2,1)S(1)}","bf16[12288,4]{1,0:T(8,128)(2,1)S(1)}",gdn_conv_weight,,,{},[],149300,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,数据复制/布局物化,编译器生成的实际数据复制或物理布局变换；比较 operand_shapes 与 shape 可区分 tiling/维度顺序和 memory space 的变化。
1,/device:TPU:0,XLA Ops,all_to_all.357,all-to-all,all-to-all,9777.563101,9.381753,"bf16[8,2,3072]{2,1,0:T(2,128)(2,1)S(1)}","bf16[8,2,3072]{2,1,0:T(2,128)(2,1)S(1)}",gdn_conv_weight,"op_name=""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/all_to_all"" stack_frame_id=1631",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/core/gdn_attention.py:226,{},"[{""opcode"": ""all-to-all"", ""shape"": ""bf16[8,2,3072]{2,1,0:T(2,128)(2,1)S(1)}"", ""replica_groups"": ""{{0,1,2,3,4,5,6,7}}"", ""attrs"": ""channel_id=1, replica_groups={{0,1,2,3,4,5,6,7}}, dimensions={0}, metadata={op_name=\""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/all_to_all\"" stack_frame_id=1631}""}]",149301,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,PCP all-to-all,将 token shard 与 head shard 的布局互换，或从 replicated 小参数中取本 rank 的 head shard；B/A、Conv 权重、衰减门等由本行 shape 区分。
1,/device:TPU:0,XLA Ops,reshape.30647,data formatting,reshape,9786.944928,11.512605,"bf16[12288,1,4]{2,1,0:T(2,128)(2,1)S(1)}","bf16[8,2,3072]{2,1,0:T(2,128)(2,1)S(1)}",gdn_conv_weight,,,{},[],149302,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,数据复制/布局物化,编译器生成的实际数据复制或物理布局变换；比较 operand_shapes 与 shape 可区分 tiling/维度顺序和 memory space 的变化。
1,/device:TPU:0,XLA Ops,all_to_all.359,all-to-all,all-to-all,9819.34934,7.763505,"bf16[8,8,1]{1,2,0:T(2,128)(2,1)S(1)}","bf16[8,8,1]{1,2,0:T(2,128)(2,1)S(1)}",gdn_decay_gate_parameter,"op_name=""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/all_to_all"" stack_frame_id=1638",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/core/gdn_attention.py:226,{},"[{""opcode"": ""all-to-all"", ""shape"": ""bf16[8,8,1]{1,2,0:T(2,128)(2,1)S(1)}"", ""replica_groups"": ""{{0,1,2,3,4,5,6,7}}"", ""attrs"": ""channel_id=1, replica_groups={{0,1,2,3,4,5,6,7}}, dimensions={0}, metadata={op_name=\""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/all_to_all\"" stack_frame_id=1638}""}]",149339,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,PCP all-to-all,将 token shard 与 head shard 的布局互换，或从 replicated 小参数中取本 rank 的 head shard；B/A、Conv 权重、衰减门等由本行 shape 区分。
1,/device:TPU:0,XLA Ops,all_to_all.358,all-to-all,all-to-all,9827.114046,6.72509,"f32[8,8,1]{1,2,0:T(1,128)S(1)}","f32[8,8,1]{1,2,0:T(1,128)S(1)}",gdn_decay_gate_parameter,"op_name=""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/all_to_all"" stack_frame_id=1635",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/core/gdn_attention.py:226,{},"[{""opcode"": ""all-to-all"", ""shape"": ""f32[8,8,1]{1,2,0:T(1,128)S(1)}"", ""replica_groups"": ""{{0,1,2,3,4,5,6,7}}"", ""attrs"": ""channel_id=1, replica_groups={{0,1,2,3,4,5,6,7}}, dimensions={0}, metadata={op_name=\""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/all_to_all\"" stack_frame_id=1635}""}]",149341,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,PCP all-to-all,将 token shard 与 head shard 的布局互换，或从 replicated 小参数中取本 rank 的 head shard；B/A、Conv 权重、衰减门等由本行 shape 区分。
1,/device:TPU:0,XLA Ops,multiply_add_fusion.133,loop fusion,fusion,13255.091387,48.854742,"bf16[4096,4096]{1,0:T(8,128)(2,1)}","(f32[4096]{0:T(1024)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)}); f32[4096]{0:T(1024)S(1)}; bf16[4096]{0:T(1024)(128)(2,1)S(1)}; bf16[4096,4096]{1,0:T(16,128)(2,1)}; (f32[4096]{0:T(1024)S(1)}, bf16[4096,4096]{1,0:T(16,128)(2,1)})",input_rms_weight,"op_name=""add/add"" stack_frame_id=1307",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:62,"{""fusion"": 3, ""convert"": 6, ""add"": 3, ""broadcast"": 2, ""multiply"": 2}",[],149621,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
1,/device:TPU:0,XLA Ops,fusion.3439,convolution fusion,fusion,13303.94853,17.889556,"bf16[4096,128]{0,1:T(8,128)(2,1)S(1)}","bf16[4096,4096]{1,0:T(8,128)(2,1)}; bf16[4096,128]{1,0:T(8,128)(2,1)S(1)}",gdn_ba_weight,"op_name=""mm/mm"" stack_frame_id=1278",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/adapter/quantization/unquantized.py:118,"{""fusion"": 2, ""convolution"": 1}",[],149623,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,GDN 门控投影,BF16 GEMM：hidden→B/A 两组门控参数，控制状态写入强度和历史状态衰减。
1,/device:TPU:0,XLA Ops,copy.15233,data formatting,copy,13322.082984,1.092437,"bf16[4096,64,2]{0,2,1:T(2,128)(2,1)S(1)}","bf16[4096,64,2]{0,1,2:T(8,128)(2,1)S(1)}",,"op_name=""custom_kernel/custom_kernel/jit(wrapped_fn)/shard_map/stack"" stack_frame_id=1609",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/core/gdn_attention.py:1110,{},[],149626,runs/layer-ops-20260923/pcp8/hlo/pid-290362/module_9043.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,PCP head/token 布局准备,处理 PCP 的 B/A、head-local 参数或 token 重排：实际 slice/stack/scatter/类型转换在 fused_ops 中；为融合 GDN kernel 生成 head-parallel 输入。
