layer,plane,line,name,category,opcode,start_us,duration_us,shape,operand_shapes,direct_weights,metadata,source,fused_ops,collectives,hlo_line,hlo_source,group,purpose
3,/device:TPU:0,XLA Ops,copy.563,data formatting,copy,1761.097239,245.948379,"bf16[1048576,64]{1,0:T(8,128)(2,1)}","bf16[1048576,64]{0,1:T(8,128)(2,1)}",,,,{},[],73833,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,数据复制/布局物化,编译器生成的实际数据复制或物理布局变换；比较 operand_shapes 与 shape 可区分 tiling/维度顺序和 memory space 的变化。
3,/device:TPU:0,XLA Ops,abs_reduce_fusion.173,loop fusion,fusion,2336.639931,3.343337,"(bf16[64]{0:T(256)(128)(2,1)}, bf16[64,4096]{1,0:T(16,128)(2,1)})","bf16[4096]{0:T(1024)(128)(2,1)}; f32[64]{0:T(128)}; (f32[64]{0:T(128)}, bf16[64,4096]{1,0:T(16,128)(2,1)}); bf16[64,4096]{1,0:T(8,128)(2,1)}; bf16[64,4096]{1,0:T(8,128)(2,1)}",input_rms_weight,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/reduce_max"" stack_frame_id=443",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:302,"{""convert"": 6, ""fusion"": 1, ""add"": 3, ""broadcast"": 2, ""multiply"": 2, ""abs"": 1, ""reduce"": 1, ""copy"": 1, ""tuple"": 1}",[],73873,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,FP8 激活量化,按 token 行计算 max(abs(x))，得到动态 FP8 量化 scale；可能融合前面的 RMSNorm/门控操作。
3,/device:TPU:0,XLA Ops,compare_select_fusion.293,loop fusion,fusion,2339.984319,1.169268,f32[64]{0:T(128)},"(bf16[64]{0:T(256)(128)(2,1)}, bf16[64,4096]{1,0:T(16,128)(2,1)})",,"op_name=""custom_kernel/custom_kernel/select_n"" stack_frame_id=203",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/torch_tpu/_internal/pallas/pallas.py:685,"{""convert"": 1, ""broadcast"": 3, ""multiply"": 1, ""compare"": 1, ""select"": 1}",[],73874,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,FP8 量化 scale,计算/保护动态 FP8 scale：max(abs(x))/448；全零行使用非零替代 scale，避免除零。部分 fusion 同时生成 MoE 的有效行 mask。
3,/device:TPU:0,XLA Ops,clamp_convert_fusion.128,loop fusion,fusion,2341.153662,2.264106,"f8e4m3fn[64,4096]{1,0:T(32,128)(4,1)}","(bf16[64]{0:T(256)(128)(2,1)}, bf16[64,4096]{1,0:T(16,128)(2,1)}); f32[64]{0:T(128)}",,"op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/convert_element_type"" stack_frame_id=446",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:312,"{""broadcast"": 3, ""fusion"": 1, ""convert"": 2, ""divide"": 1, ""clamp"": 1, ""copy"": 1}",[],73875,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,FP8 激活量化,按动态 scale 缩放并截断到 FP8 可表示范围，再转换为 FP8，供后续 MXU GEMM 使用。
3,/device:TPU:0,XLA Ops,fusion.119,convolution fusion,fusion,2343.417767,15.046819,"bf16[64,8704]{1,0:T(8,128)(2,1)}","f8e4m3fn[64,4096]{1,0:T(32,128)(4,1)}; f8e4m3fn[4096,8704]{1,0:T(32,128)(4,1)}; f32[8704]{0:T(1024)}; f32[64]{0:T(128)}","projection_weight_scale,qkv_gate_weight","op_name=""custom_kernel/custom_kernel/jit(_quantized_matmul_jax)/dot_general"" stack_frame_id=447",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/kernels/quantized_matmul/util.py:98,"{""fusion"": 2, ""convolution"": 1, ""broadcast"": 2, ""multiply"": 2, ""convert"": 1}",[],73876,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,全注意力输入投影,FP8 GEMM：hidden→Q、输出 gate、K、V；融合量化 scale 和输出转换。
3,/device:TPU:0,XLA Ops,fusion.1673,loop fusion,fusion,2358.464586,2.160864,"(f8e4m3fn[64,1,256]{2,0,1:T(8,128)(4,1)}, f32[64]{0:T(128)})","bf16[64,8704]{1,0:T(8,128)(2,1)}",,"op_name=""to_copy/copy_"" stack_frame_id=258",/mnt/data/workspace/tpu_benchmark_daily/third_party/torchtpu-vllm/src/vllm_torchtpu/layers/core/quantization.py:88,"{""slice"": 2, ""convert"": 3, ""compare"": 6, ""broadcast"": 3, ""or"": 2, ""select"": 4, ""bitcast"": 1, ""multiply"": 1, ""reduce"": 1, ""tuple"": 1}",[],73877,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,FP8 KV 与 Q/K 准备,融合 K/V 转 FP8，以及相邻 Q/K 归一化的切分或归约；tuple 同时返回 FP8 张量和 FP32 中间统计量。
3,/device:TPU:0,XLA Ops,as_strided.28,data formatting,reshape,2360.625525,2.812725,"bf16[64,17,512]{2,1,0:T(8,128)(2,1)}","bf16[64,8704]{1,0:T(8,128)(2,1)}",,"op_name=""copy_/as_strided"" stack_frame_id=268",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/models/qwen3_next.py:432,{},[],73878,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,数据复制/布局物化,编译器生成的实际数据复制或物理布局变换；比较 operand_shapes 与 shape 可区分 tiling/维度顺序和 memory space 的变化。
3,/device:TPU:0,XLA Ops,add_rsqrt_fusion.188,loop fusion,fusion,2363.439301,1.166867,f32[64]{0:T(128)},"(f8e4m3fn[64,1,256]{2,0,1:T(8,128)(4,1)}, f32[64]{0:T(128)})",,"op_name=""rsqrt/rsqrt"" stack_frame_id=205",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:19,"{""broadcast"": 2, ""multiply"": 1, ""add"": 1, ""rsqrt"": 1}",[],73879,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RMSNorm/residual,计算均方、加 epsilon、rsqrt 和归一化；融合版本同时处理 residual add，具体融合范围见 HLO。
3,/device:TPU:0,XLA Ops,multiply_add_fusion.165,loop fusion,fusion,2364.606318,1.494598,"bf16[64,256]{1,0:T(8,128)(2,1)}","f32[64]{0:T(128)}; bf16[64,8704]{1,0:T(8,128)(2,1)}; bf16[256]{0:T(256)(128)(2,1)}",qk_rms_weight,"op_name=""add/add"" stack_frame_id=206",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/ir/ops/layernorm.py:21,"{""slice"": 1, ""convert"": 2, ""broadcast"": 2, ""multiply"": 2, ""add"": 1}",[],73880,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,Q/K RMSNorm,对每个 Q/K head 归一化并应用 head 维度的可学习权重；可与邻近算子融合。
3,/device:TPU:0,XLA Ops,slice_bitcast_fusion.14,loop fusion,fusion,2366.10084,1.506603,"bf16[64,1,192]{2,0,1:T(8,128)(2,1)}","bf16[64,256]{1,0:T(8,128)(2,1)}",,"op_name=""cat/cat"" stack_frame_id=259",/mnt/data/workspace/tpu_benchmark_daily/.venv/lib64/python3.12/site-packages/vllm/model_executor/layers/rotary_embedding/mrope.py:360,"{""slice"": 1, ""bitcast"": 1}",[],73881,/mnt/data/workspace/tpu_benchmark_daily/runs/layer-ops-20260923/decode/hlo/pid-372341/module_3197.tt_jit_layernorm_L62C0_fused_add_rms_norm_add.cl_972931731.after_codegen.txt,RoPE,读取位置对应的 cos/sin，旋转 Q/K 的 rotary 部分；本模型只旋转 head_dim 的 1/4。
